KAMUS_ID;KATEGORI_ID
717;8
2753;8
1399;8
3351;8
4209;8
4326;8
10084;8
9620;8
12582;8
4954;8
5021;8
5323;8
10973;8
5446;8
5927;8
6278;8
21092;8
24797;8
7947;8
9128;8
13664;8
14346;8
15192;8
17395;8
17646;8
20164;8
21007;8
22678;8
24294;8
25807;8
25233;8
25455;8
26187;8
26374;8
26551;8
31291;8
34222;8
14665;8
35444;8
9410;8
