KAMUS_ID;KATEGORI_ID
20771;4
1670;4
22164;4
29407;4
13110;4
25274;4
1785;4
31445;4
1326;4
3361;4
3554;4
14787;4
2372;4
889;4
4213;4
5595;4
5395;4
5613;4
6573;4
7574;4
7514;4
12625;4
14671;4
16287;4
15748;4
17727;4
14419;4
18710;4
19124;4
17846;4
14859;4
18492;4
20203;4
20207;4
20395;4
19879;4
20911;4
22170;4
24876;4
25236;4
26827;4
26624;4
28306;4
28815;4
30853;4
31293;4
33963;4
35154;4
35459;4
35864;4
