KAMUS_ID;KATEGORI_ID
30897;19
18029;19
14204;19
27638;19
27619;19
27599;19
26360;19
35554;19
1386;19
26757;19
32533;19
31903;19
20744;19
22086;19
31866;19
2046;19
31288;19
1057;19
1067;19
12631;19
13881;19
