KAMUS_ID;KATEGORI_ID
15099;16
5290;16
28717;16
31869;16
29542;16
24137;16
14037;16
14465;16
30709;16
9597;16
1559;16
33779;16
13522;16
13181;16
12575;16
25319;16
5724;16
29866;16
28643;16
28484;16
29604;16
4309;16
23723;16
8856;16
11131;16
25541;16
27809;16
34040;16
11129;16
20471;16
31986;16
