KAMUS_ID;KATEGORI_ID
2722;6
3260;6
4709;6
4901;6
5942;6
11463;6
11005;6
13669;6
15425;6
15095;6
19943;6
23865;6
28668;6
28344;6
29181;6
20399;6
33313;6
34002;6
33494;6
34447;6
3047;6
3868;6
6017;6
9092;6
18637;6
10765;6
35373;6
24047;6
29862;6
21767;6
22474;6
19603;6
7601;6
24094;6
