KAMUS_ID;KATEGORI_ID
3799;11
9513;11
14594;11
26579;11
21908;11
9914;11
17737;11
15477;11
4616;11
5075;11
2453;11
12874;11
3549;11
19682;11
24962;11
15574;11
5265;11
32392;11
9867;11
