KAMUS_ID;KATEGORI_ID
19717;20
11002;20
30678;20
17433;20
33715;20
30082;20
15362;20
21620;20
28625;20
32596;20
1420;20
3785;20
34537;20
3665;20
14940;20
13856;20
7346;20
2829;20
2390;20
13981;20
9151;20
35891;20
4181;20
14821;20
17441;20
34952;20
13942;20
1431;20
16062;20
28050;20
20933;20
2357;20
3778;20
27897;20
21978;20
10544;20
20404;20
12542;20
18099;20
