KAMUS_ID;KATEGORI_ID
21005;9
11322;9
11321;9
17633;9
11461;9
11460;9
26351;9
26349;9
26350;9
115;9
34912;9
34911;9
23114;9
13193;9
4155;9
22474;9
8046;9
24608;9
5811;9
35269;9
23088;9
17217;9
11958;9
6702;9
33439;9
